SENTENCE	我们想找计划吗？	wǒ men xiǎng zhǎo jì huà ma	连读 · 工作
SENTENCE	老师明天吃米饭。	lǎo shī míng tiān chī mǐ fàn	连读 · 食物
SENTENCE	学生不想准备公司。	xué shēng bù xiǎng zhǔn bèi gōng sī	连读 · 工作
SENTENCE	朋友买中国菜。	péng yǒu mǎi zhōng guó cài	连读 · 食物
SENTENCE	我不吃中国菜。	wǒ bù chī zhōng guó cài	连读 · 食物
SENTENCE	他们已经复习发音了。	tā men yǐ jīng fù xí fā yīn le	连读 · 学习
SENTENCE	她想做包子吗？	tā xiǎng zuò bāo zi ma	连读 · 食物
SENTENCE	她每天看中文。	tā měi tiān kàn zhōng wén	连读 · 学习
SENTENCE	他们很喜欢水果。	tā men hěn xǐ huān shuǐ guǒ	连读 · 食物
SENTENCE	朋友已经练习汉字了。	péng yǒu yǐ jīng liàn xí hàn zì le	连读 · 学习
SENTENCE	请看问题。	qǐng kàn wèn tí	连读 · 工作
SENTENCE	我们想复习发音吗？	wǒ men xiǎng fù xí fā yīn ma	连读 · 学习
SENTENCE	她不喜欢车站。	tā bù xǐ huān chē zhàn	连读 · 旅行
SENTENCE	你常常准备名片。	nǐ cháng cháng zhǔn bèi míng piàn	连读 · 工作
SENTENCE	他很喜欢电脑。	tā hěn xǐ huān diàn nǎo	连读 · 工作
SENTENCE	她学习数学。	tā xué xí shù xué	连读 · 学习
SENTENCE	你不想复习英语。	nǐ bù xiǎng fù xí yīng yǔ	连读 · 学习
SENTENCE	学生每天看行李。	xué shēng měi tiān kàn xíng lǐ	连读 · 旅行
SENTENCE	他们买鸡蛋。	tā men mǎi jī dàn	连读 · 食物
SENTENCE	他们常常喜欢名片。	tā men cháng cháng xǐ huān míng piàn	连读 · 工作
SENTENCE	我们常常做米饭。	wǒ men cháng cháng zuò mǐ fàn	连读 · 食物
SENTENCE	朋友不买青菜。	péng yǒu bù mǎi qīng cài	连读 · 食物
SENTENCE	我想复习英语吗？	wǒ xiǎng fù xí yīng yǔ ma	连读 · 学习
SENTENCE	他们已经看英语了。	tā men yǐ jīng kàn yīng yǔ le	连读 · 学习
SENTENCE	你已经准备公司了。	nǐ yǐ jīng zhǔn bèi gōng sī le	连读 · 工作
SENTENCE	她想读英语吗？	tā xiǎng dú yīng yǔ ma	连读 · 学习
SENTENCE	朋友不复习发音。	péng yǒu bù fù xí fā yīn	连读 · 学习
SENTENCE	他想准备会议吗？	tā xiǎng zhǔn bèi huì yì ma	连读 · 工作
SENTENCE	请看课本。	qǐng kàn kè běn	连读 · 学习
SENTENCE	请准备名片。	qǐng zhǔn bèi míng piàn	连读 · 工作
SENTENCE	妈妈明天买青菜。	mā mā míng tiān mǎi qīng cài	连读 · 食物
SENTENCE	她很喜欢宾馆。	tā hěn xǐ huān bīn guǎn	连读 · 旅行
SENTENCE	我不喜欢热茶。	wǒ bù xǐ huān rè chá	连读 · 饮料
SENTENCE	妈妈找计划。	mā mā zhǎo jì huà	连读 · 工作
SENTENCE	他们不喜欢面条。	tā men bù xǐ huān miàn tiáo	连读 · 食物
SENTENCE	学生明天学习语法。	xué shēng míng tiān xué xí yǔ fǎ	连读 · 学习
SENTENCE	爸爸不想买水果。	bà bà bù xiǎng mǎi shuǐ guǒ	连读 · 食物
SENTENCE	老师很喜欢计划。	lǎo shī hěn xǐ huān jì huà	连读 · 工作
SENTENCE	请准备办公室。	qǐng zhǔn bèi bàn gōng shì	连读 · 工作
SENTENCE	我常常看数学。	wǒ cháng cháng kàn shù xué	连读 · 学习
SENTENCE	你常常记得问题。	nǐ cháng cháng jì de wèn tí	连读 · 工作
SENTENCE	朋友很喜欢英语。	péng yǒu hěn xǐ huān yīng yǔ	连读 · 学习
SENTENCE	我们喜欢名片。	wǒ men xǐ huān míng piàn	连读 · 工作
SENTENCE	他们不学习英语。	tā men bù xué xí yīng yǔ	连读 · 学习
SENTENCE	老师不看问题。	lǎo shī bù kàn wèn tí	连读 · 工作
SENTENCE	她想看语法吗？	tā xiǎng kàn yǔ fǎ ma	连读 · 学习
SENTENCE	学生很喜欢发音。	xué shēng hěn xǐ huān fā yīn	连读 · 学习
SENTENCE	我们明天看宾馆。	wǒ men míng tiān kàn bīn guǎn	连读 · 旅行
SENTENCE	他已经看课本了。	tā yǐ jīng kàn kè běn le	连读 · 学习
SENTENCE	老师已经找会议了。	lǎo shī yǐ jīng zhǎo huì yì le	连读 · 工作
SENTENCE	爸爸每天喝热茶。	bà bà měi tiān hē rè chá	连读 · 饮料
SENTENCE	爸爸想找行李吗？	bà bà xiǎng zhǎo xíng lǐ ma	连读 · 旅行
SENTENCE	爸爸明天复习课本。	bà bà míng tiān fù xí kè běn	连读 · 学习
SENTENCE	我们已经买咖啡了。	wǒ men yǐ jīng mǎi kā fēi le	连读 · 饮料
SENTENCE	妈妈不记得汉字。	mā mā bù jì de hàn zì	连读 · 学习
SENTENCE	我很喜欢课本。	wǒ hěn xǐ huān kè běn	连读 · 学习
SENTENCE	老师已经吃面条了。	lǎo shī yǐ jīng chī miàn tiáo le	连读 · 食物
SENTENCE	你每天吃青菜。	nǐ měi tiān chī qīng cài	连读 · 食物
SENTENCE	爸爸不想看数学。	bà bà bù xiǎng kàn shù xué	连读 · 学习
SENTENCE	我想做青菜吗？	wǒ xiǎng zuò qīng cài ma	连读 · 食物
SENTENCE	我们看作业。	wǒ men kàn zuò yè	连读 · 学习
SENTENCE	我喝咖啡。	wǒ hē kā fēi	连读 · 饮料
SENTENCE	请看生词。	qǐng kàn shēng cí	连读 · 学习
SENTENCE	我们不吃包子。	wǒ men bù chī bāo zi	连读 · 食物
SENTENCE	老师常常学习语法。	lǎo shī cháng cháng xué xí yǔ fǎ	连读 · 学习
SENTENCE	他常常准备办公室。	tā cháng cháng zhǔn bèi bàn gōng shì	连读 · 工作
SENTENCE	他们看中文。	tā men kàn zhōng wén	连读 · 学习
SENTENCE	爸爸已经读汉字了。	bà bà yǐ jīng dú hàn zì le	连读 · 学习
SENTENCE	他不想看车站。	tā bù xiǎng kàn chē zhàn	连读 · 旅行
SENTENCE	我每天看会议。	wǒ měi tiān kàn huì yì	连读 · 工作
SENTENCE	你已经看汉字了。	nǐ yǐ jīng kàn hàn zì le	连读 · 学习
SENTENCE	学生很喜欢包子。	xué shēng hěn xǐ huān bāo zi	连读 · 食物
SENTENCE	爸爸每天读作业。	bà bà měi tiān dú zuò yè	连读 · 学习
SENTENCE	你不想读故事书。	nǐ bù xiǎng dú gù shì shū	连读 · 学习
SENTENCE	妈妈想看数学吗？	mā mā xiǎng kàn shù xué ma	连读 · 学习
SENTENCE	他们常常记得故事书。	tā men cháng cháng jì de gù shì shū	连读 · 学习
SENTENCE	老师已经读中文了。	lǎo shī yǐ jīng dú zhōng wén le	连读 · 学习
SENTENCE	请看地图。	qǐng kàn dì tú	连读 · 旅行
SENTENCE	请看汉字。	qǐng kàn hàn zì	连读 · 学习
SENTENCE	妈妈每天练习作业。	mā mā měi tiān liàn xí zuò yè	连读 · 学习
SENTENCE	你不读课本。	nǐ bù dú kè běn	连读 · 学习
SENTENCE	他们想读中文吗？	tā men xiǎng dú zhōng wén ma	连读 · 学习
SENTENCE	老师想复习作业吗？	lǎo shī xiǎng fù xí zuò yè ma	连读 · 学习
SENTENCE	老师常常准备同事。	lǎo shī cháng cháng zhǔn bèi tóng shì	连读 · 工作
SENTENCE	他们不想找电脑。	tā men bù xiǎng zhǎo diàn nǎo	连读 · 工作
SENTENCE	学生已经练习发音了。	xué shēng yǐ jīng liàn xí fā yīn le	连读 · 学习
SENTENCE	他常常看计划。	tā cháng cháng kàn jì huà	连读 · 工作
SENTENCE	请做包子。	qǐng zuò bāo zi	连读 · 食物
SENTENCE	你想看长城吗？	nǐ xiǎng kàn cháng chéng ma	连读 · 旅行
SENTENCE	你明天找地图。	nǐ míng tiān zhǎo dì tú	连读 · 旅行
SENTENCE	妈妈已经看同事了。	mā mā yǐ jīng kàn tóng shì le	连读 · 工作
SENTENCE	老师不看火车。	lǎo shī bù kàn huǒ chē	连读 · 旅行
SENTENCE	朋友每天读生词。	péng yǒu měi tiān dú shēng cí	连读 · 学习
SENTENCE	我常常喜欢包子。	wǒ cháng cháng xǐ huān bāo zi	连读 · 食物
SENTENCE	他看长城。	tā kàn cháng chéng	连读 · 旅行
SENTENCE	她想学习汉字吗？	tā xiǎng xué xí hàn zì ma	连读 · 学习
SENTENCE	妈妈喜欢长城。	mā mā xǐ huān cháng chéng	连读 · 旅行
SENTENCE	他吃包子。	tā chī bāo zi	连读 · 食物
SENTENCE	爸爸很喜欢地图。	bà bà hěn xǐ huān dì tú	连读 · 旅行
SENTENCE	他们想复习汉字吗？	tā men xiǎng fù xí hàn zì ma	连读 · 学习
SENTENCE	学生不想看宾馆。	xué shēng bù xiǎng kàn bīn guǎn	连读 · 旅行
SENTENCE	她想买水果吗？	tā xiǎng mǎi shuǐ guǒ ma	连读 · 食物
SENTENCE	他们记得作业。	tā men jì de zuò yè	连读 · 学习
SENTENCE	学生明天看故事书。	xué shēng míng tiān kàn gù shì shū	连读 · 学习
SENTENCE	你已经找火车了。	nǐ yǐ jīng zhǎo huǒ chē le	连读 · 旅行
SENTENCE	你想复习课本吗？	nǐ xiǎng fù xí kè běn ma	连读 · 学习
SENTENCE	老师读作业。	lǎo shī dú zuò yè	连读 · 学习
SENTENCE	他们明天看办公室。	tā men míng tiān kàn bàn gōng shì	连读 · 工作
SENTENCE	我明天买鸡蛋。	wǒ míng tiān mǎi jī dàn	连读 · 食物
SENTENCE	老师很喜欢发音。	lǎo shī hěn xǐ huān fā yīn	连读 · 学习
SENTENCE	你复习生词。	nǐ fù xí shēng cí	连读 · 学习
SENTENCE	你不买牛奶。	nǐ bù mǎi niú nǎi	连读 · 饮料
SENTENCE	她很喜欢故事书。	tā hěn xǐ huān gù shì shū	连读 · 学习
SENTENCE	我们很喜欢地图。	wǒ men hěn xǐ huān dì tú	连读 · 旅行
SENTENCE	她每天记得故事书。	tā měi tiān jì de gù shì shū	连读 · 学习
SENTENCE	妈妈很喜欢名片。	mā mā hěn xǐ huān míng piàn	连读 · 工作
SENTENCE	朋友很喜欢飞机。	péng yǒu hěn xǐ huān fēi jī	连读 · 旅行
SENTENCE	学生喝果汁。	xué shēng hē guǒ zhī	连读 · 饮料
SENTENCE	爸爸很喜欢宾馆。	bà bà hěn xǐ huān bīn guǎn	连读 · 旅行
SENTENCE	你很喜欢问题。	nǐ hěn xǐ huān wèn tí	连读 · 工作
SENTENCE	我已经准备名片了。	wǒ yǐ jīng zhǔn bèi míng piàn le	连读 · 工作
SENTENCE	我已经找电脑了。	wǒ yǐ jīng zhǎo diàn nǎo le	连读 · 工作
SENTENCE	他们想看故事书吗？	tā men xiǎng kàn gù shì shū ma	连读 · 学习
SENTENCE	老师已经做水果了。	lǎo shī yǐ jīng zuò shuǐ guǒ le	连读 · 食物
SENTENCE	你不喜欢包子。	nǐ bù xǐ huān bāo zi	连读 · 食物
SENTENCE	爸爸每天找车站。	bà bà měi tiān zhǎo chē zhàn	连读 · 旅行
SENTENCE	学生想看发音吗？	xué shēng xiǎng kàn fā yīn ma	连读 · 学习
SENTENCE	他们很喜欢行李。	tā men hěn xǐ huān xíng lǐ	连读 · 旅行
SENTENCE	妈妈很喜欢计划。	mā mā hěn xǐ huān jì huà	连读 · 工作
SENTENCE	老师常常做水果。	lǎo shī cháng cháng zuò shuǐ guǒ	连读 · 食物
SENTENCE	学生不想练习发音。	xué shēng bù xiǎng liàn xí fā yīn	连读 · 学习
SENTENCE	妈妈明天找行李。	mā mā míng tiān zhǎo xíng lǐ	连读 · 旅行
SENTENCE	我们喜欢宾馆。	wǒ men xǐ huān bīn guǎn	连读 · 旅行
SENTENCE	老师不学习汉字。	lǎo shī bù xué xí hàn zì	连读 · 学习
SENTENCE	请复习汉字。	qǐng fù xí hàn zì	连读 · 学习
SENTENCE	你每天复习课本。	nǐ měi tiān fù xí kè běn	连读 · 学习
SENTENCE	你每天买米饭。	nǐ měi tiān mǎi mǐ fàn	连读 · 食物
SENTENCE	她很喜欢长城。	tā hěn xǐ huān cháng chéng	连读 · 旅行
SENTENCE	爸爸明天练习作业。	bà bà míng tiān liàn xí zuò yè	连读 · 学习
SENTENCE	朋友很喜欢电脑。	péng yǒu hěn xǐ huān diàn nǎo	连读 · 工作
SENTENCE	学生明天复习语法。	xué shēng míng tiān fù xí yǔ fǎ	连读 · 学习
SENTENCE	她常常看问题。	tā cháng cháng kàn wèn tí	连读 · 工作
SENTENCE	你不想学习课本。	nǐ bù xiǎng xué xí kè běn	连读 · 学习
SENTENCE	妈妈想找长城吗？	mā mā xiǎng zhǎo cháng chéng ma	连读 · 旅行
SENTENCE	妈妈每天学习数学。	mā mā měi tiān xué xí shù xué	连读 · 学习
SENTENCE	妈妈常常喜欢鸡蛋。	mā mā cháng cháng xǐ huān jī dàn	连读 · 食物
SENTENCE	他每天准备问题。	tā měi tiān zhǔn bèi wèn tí	连读 · 工作
SENTENCE	他已经看行李了。	tā yǐ jīng kàn xíng lǐ le	连读 · 旅行
SENTENCE	老师不想看英语。	lǎo shī bù xiǎng kàn yīng yǔ	连读 · 学习
SENTENCE	我每天找宾馆。	wǒ měi tiān zhǎo bīn guǎn	连读 · 旅行
SENTENCE	他们准备计划。	tā men zhǔn bèi jì huà	连读 · 工作
SENTENCE	老师看名片。	lǎo shī kàn míng piàn	连读 · 工作
SENTENCE	爸爸想找电脑吗？	bà bà xiǎng zhǎo diàn nǎo ma	连读 · 工作
SENTENCE	我明天买米饭。	wǒ míng tiān mǎi mǐ fàn	连读 · 食物
SENTENCE	他们每天复习生词。	tā men měi tiān fù xí shēng cí	连读 · 学习
SENTENCE	我们想练习故事书吗？	wǒ men xiǎng liàn xí gù shì shū ma	连读 · 学习
SENTENCE	妈妈复习数学。	mā mā fù xí shù xué	连读 · 学习
SENTENCE	妈妈很喜欢中国菜。	mā mā hěn xǐ huān zhōng guó cài	连读 · 食物
SENTENCE	请练习课本。	qǐng liàn xí kè běn	连读 · 学习
SENTENCE	老师每天看办公室。	lǎo shī měi tiān kàn bàn gōng shì	连读 · 工作
SENTENCE	我们不想复习数学。	wǒ men bù xiǎng fù xí shù xué	连读 · 学习
SENTENCE	我已经看作业了。	wǒ yǐ jīng kàn zuò yè le	连读 · 学习
SENTENCE	学生读故事书。	xué shēng dú gù shì shū	连读 · 学习
SENTENCE	朋友已经找问题了。	péng yǒu yǐ jīng zhǎo wèn tí le	连读 · 工作
SENTENCE	我们复习故事书。	wǒ men fù xí gù shì shū	连读 · 学习
SENTENCE	他不喜欢宾馆。	tā bù xǐ huān bīn guǎn	连读 · 旅行
SENTENCE	他们想看海边吗？	tā men xiǎng kàn hǎi biān ma	连读 · 旅行
SENTENCE	学生想看公司吗？	xué shēng xiǎng kàn gōng sī ma	连读 · 工作
SENTENCE	你常常复习数学。	nǐ cháng cháng fù xí shù xué	连读 · 学习
SENTENCE	朋友想看汉字吗？	péng yǒu xiǎng kàn hàn zì ma	连读 · 学习
SENTENCE	他们每天喝果汁。	tā men měi tiān hē guǒ zhī	连读 · 饮料
SENTENCE	你很喜欢汉字。	nǐ hěn xǐ huān hàn zì	连读 · 学习
SENTENCE	老师已经找办公室了。	lǎo shī yǐ jīng zhǎo bàn gōng shì le	连读 · 工作
SENTENCE	请找电脑。	qǐng zhǎo diàn nǎo	连读 · 工作
SENTENCE	请看宾馆。	qǐng kàn bīn guǎn	连读 · 旅行
SENTENCE	请学习汉字。	qǐng xué xí hàn zì	连读 · 学习
SENTENCE	你明天找电脑。	nǐ míng tiān zhǎo diàn nǎo	连读 · 工作
SENTENCE	我很喜欢水果。	wǒ hěn xǐ huān shuǐ guǒ	连读 · 食物
SENTENCE	学生常常准备问题。	xué shēng cháng cháng zhǔn bèi wèn tí	连读 · 工作
SENTENCE	妈妈常常练习作业。	mā mā cháng cháng liàn xí zuò yè	连读 · 学习
SENTENCE	请买牛奶。	qǐng mǎi niú nǎi	连读 · 饮料
SENTENCE	我们已经看飞机了。	wǒ men yǐ jīng kàn fēi jī le	连读 · 旅行
SENTENCE	我不想做包子。	wǒ bù xiǎng zuò bāo zi	连读 · 食物
SENTENCE	她已经吃米饭了。	tā yǐ jīng chī mǐ fàn le	连读 · 食物
SENTENCE	她想喝热茶吗？	tā xiǎng hē rè chá ma	连读 · 饮料
SENTENCE	我们喜欢同事。	wǒ men xǐ huān tóng shì	连读 · 工作
SENTENCE	学生明天看长城。	xué shēng míng tiān kàn cháng chéng	连读 · 旅行
SENTENCE	请喝果汁。	qǐng hē guǒ zhī	连读 · 饮料
SENTENCE	老师每天看生词。	lǎo shī měi tiān kàn shēng cí	连读 · 学习
SENTENCE	他们看会议。	tā men kàn huì yì	连读 · 工作
